0,1
Y48.4,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，麻酔薬及び治療用ガス類，麻酔薬，詳細不明
Y48.5,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，麻酔薬及び治療用ガス類，治療用ガス類
Y49　治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，向精神薬，他に分類されないもの,
Y49.0,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，向精神薬，他に分類されないもの，三環系及び四環系抗うつ薬
Y49.1,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，向精神薬，他に分類されないもの，モノアミンオキシダーゼ阻害性抗うつ薬
Y49.2,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，向精神薬，他に分類されないもの，その他及び詳細不明の抗うつ薬
Y49.3,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，向精神薬，他に分類されないもの，フェノチアジン系抗精神病薬及び神経抑制薬
Y49.4,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，向精神薬，他に分類されないもの，ブチロフェノン系及びチオキサンテン系神経抑制薬
Y49.5,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，向精神薬，他に分類されないもの，その他の抗精神病薬及び神経抑制薬
Y49.6,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，向精神薬，他に分類されないもの，精神変容薬［幻覚発現薬］
Y49.7,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，向精神薬，他に分類されないもの，乱用される可能性がある興奮薬
Y49.8,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，向精神薬，他に分類されないもの，その他の向精神薬，他に分類されないもの
Y49.9,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，向精神薬，他に分類されないもの，向精神薬，詳細不明
Y50　治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，中枢神経系興奮薬，他に分類されないもの,
Y50.0,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，中枢神経系興奮薬，他に分類されないもの，興奮薬＜蘇生薬＞
Y50.1,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，他に分類されないもの，オピオイド受容体拮抗薬
Y50.2,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，他に分類されないもの，メチルキサンチン類，他に分類されないもの
Y50.8,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，他に分類されないもの，その他の中枢神経系興奮薬
Y50.9,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，他に分類されないもの，中枢神経興奮薬，詳細不明
Y51　治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として自律神経系に作用する薬物,
Y51.0,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として自律神経系に作用する薬物，コリンエステラーゼ阻害薬
Y51.1,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として自律神経系に作用する薬物，その他の副交感神経興奮薬［コリン作動薬］
Y51.2,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として自律神経系に作用する薬物，神経節遮断薬，他に分類されないもの
Y51.3,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として自律神経系に作用する薬物，その他の副交感神経遮断薬［抗コリン及び抗ムスカリン作動薬］及び鎮けい＜痙＞薬，他に分類されないもの
Y51.4,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として自律神経系に作用する薬物，アルファアドレナリン受容体作動薬，他に分類されないもの
Y51.5,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として自律神経系に作用する薬物，ベータアドレナリン受容体作動薬，他に分類されないもの
Y51.6,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として自律神経系に作用する薬物，アルファアドレナリン受容体拮抗薬，他に分類されないもの
Y51.7,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として自律神経系に作用する薬物，ベータアドレナリン受容体拮抗薬，他に分類されないもの
Y51.8,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として自律神経系に作用する薬物，中枢作動性及びアドレナリン作動性神経遮断薬，他に分類されないもの
Y51.9,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として自律神経系に作用する薬物，主として自律神経系に作用するその他及び詳細不明の薬物
Y52　治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として心血管系に作用する薬物,
Y52.0,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として心血管系に作用する薬物，強心配糖体及び類似作用薬
Y52.1,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として心血管系に作用する薬物，カルシウムチャンネル遮断薬
Y52.2,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として心血管系に作用する薬物，その他の抗不整脈薬，他に分類されないもの
Y52.3,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として心血管系に作用する薬物，冠血管拡張薬，他に分類されないもの
Y52.4,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として心血管系に作用する薬物，アンギオテンシン変換酵素阻害薬
Y52.5,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として心血管系に作用する薬物，その他の抗高血圧薬，他に分類されないもの
Y52.6,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として心血管系に作用する薬物，高脂血症治療薬及び動脈硬化治療薬
Y52.7,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として心血管系に作用する薬物，末梢血管拡張薬
Y52.8,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として心血管系に作用する薬物，静脈瘤治療薬，硬化薬を含む
Y52.9,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として心血管系に作用する薬物，主として心血管系に作用するその他及び詳細不明の薬物
Y53　治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として消化器系に作用する薬物,
Y53.0,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として消化器系に作用する薬物，ヒスタミンＨ２受容体拮抗薬
Y53.1,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として消化器系に作用する薬物，その他の制酸薬及び胃液分泌抑制薬
Y53.2,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として消化器系に作用する薬物，刺激性緩下薬
Y53.3,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として消化器系に作用する薬物，塩類及び浸透圧性緩下薬
Y53.4,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として消化器系に作用する薬物，その他の緩下薬
Y53.5,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として消化器系に作用する薬物，消化薬
Y53.6,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として消化器系に作用する薬物，止しゃ薬
Y53.7,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として消化器系に作用する薬物，催吐薬
Y53.8,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として消化器系に作用する薬物，主として消化器系に作用するその他の薬物
Y53.9,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として消化器系に作用する薬物，主として消化器系に作用する薬物，詳細不明
Y54　治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として水分調節，ミネラル＜鉱質＞及び尿酸代謝に作用する薬物,
Y54.0,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として水分調節，ミネラル＜鉱質＞及び尿酸代謝に作用する薬物，ミネラル＜鉱質＞コルチコイド類
Y54.1,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として水分調節，ミネラル＜鉱質＞及び尿酸代謝に作用する薬物，ミネラル＜鉱質＞コルチコイド拮抗薬［アルドステロン拮抗薬］
Y54.2,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として水分調節，ミネラル＜鉱質＞及び尿酸代謝に作用する薬物，炭酸脱水酵素阻害薬
Y54.3,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として水分調節，ミネラル＜鉱質＞及び尿酸代謝に作用する薬物，ベンゾチアジアジン誘導体
Y54.4,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として水分調節，ミネラル＜鉱質＞及び尿酸代謝に作用する薬物，ループ［ｈｉｇｈ−ｃｅｉｌｉｎｇ］利尿薬
Y54.5,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として水分調節，ミネラル＜鉱質＞及び尿酸代謝に作用する薬物，その他の利尿薬
Y54.6,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として水分調節，ミネラル＜鉱質＞及び尿酸代謝に作用する薬物，電解質，カロリー及び水分の平衡薬
Y54.7,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として水分調節，ミネラル＜鉱質＞及び尿酸代謝に作用する薬物，石灰化に作用する薬物
Y54.8,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として水分調節，ミネラル＜鉱質＞及び尿酸代謝に作用する薬物，尿酸代謝に作用する薬物
Y54.9,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として水分調節，ミネラル＜鉱質＞及び尿酸代謝に作用する薬物，ミネラル＜鉱質＞塩類，他に分類されないもの
Y55　治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として平滑筋，骨格筋及び呼吸器系に作用する薬物,
Y55.0,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として平滑筋，骨格筋及び呼吸器系に作用する薬物，子宮収縮薬
Y55.1,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として平滑筋，骨格筋及び呼吸器系に作用する薬物，骨格筋し＜弛＞緩薬［神経筋遮断薬］
Y55.2,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として平滑筋，骨格筋及び呼吸器系に作用する薬物，主として筋肉に作用するその他及び詳細不明の薬物
Y55.3,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として平滑筋，骨格筋及び呼吸器系に作用する薬物，鎮咳薬
Y55.4,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として平滑筋，骨格筋及び呼吸器系に作用する薬物，去痰薬
Y55.5,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として平滑筋，骨格筋及び呼吸器系に作用する薬物，抗感冒薬
Y55.6,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として平滑筋，骨格筋及び呼吸器系に作用する薬物，抗喘息薬，他に分類されないもの
Y55.7,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として平滑筋，骨格筋及び呼吸器系に作用する薬物，主として呼吸器系に作用するその他及び詳細不明の薬物
Y56　治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として皮膚及び粘膜に作用する局所用薬物，眼科用薬，耳鼻咽喉科用薬及び歯科用薬,
Y56.0,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として皮膚及び粘膜に作用する局所用薬物，眼科用薬，耳鼻咽喉科用薬及び歯科用薬，局所に適用する抗真菌薬，抗感染薬及び抗炎症薬，他に分類されないもの
Y56.1,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として皮膚及び粘膜に作用する局所用薬物，眼科用薬，耳鼻咽喉科用薬及び歯科用薬，止痒薬
Y56.2,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として皮膚及び粘膜に作用する局所用薬物，眼科用薬，耳鼻咽喉科用薬及び歯科用薬，局所に適用する収れん＜斂＞薬及び界面活性剤
Y56.3,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として皮膚及び粘膜に作用する局所用薬物，眼科用薬，耳鼻咽喉科用薬及び歯科用薬，皮膚軟化薬，粘滑薬及び保護薬
Y56.4,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤　角質溶解薬，角質形成薬及びその他の毛髪治療薬及び製剤
Y56.5,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として皮膚及び粘膜に作用する局所用薬物，眼科用薬，耳鼻咽喉科用薬及び歯科用薬，眼科用薬及び製剤
Y56.6,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として皮膚及び粘膜に作用する局所用薬物，眼科用薬，耳鼻咽喉科用薬及び歯科用薬，耳鼻咽喉科用薬及び製剤
Y56.7,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として皮膚及び粘膜に作用する局所用薬物，眼科用薬，耳鼻咽喉科用薬及び歯科用薬，歯科用薬，局所用
Y56.8,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として皮膚及び粘膜に作用する局所用薬物，眼科用薬，耳鼻咽喉科用薬及び歯科用薬，その他の局所用薬物
Y56.9,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，主として皮膚及び粘膜に作用する局所用薬物，眼科用薬，耳鼻咽喉科用薬及び歯科用薬，局所用薬物，詳細不明
Y57　治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，その他及び詳細不明の薬物及び薬剤,
Y57.0,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，その他及び詳細不明の薬物及び薬剤，食欲抑制薬［食欲低下薬］
Y57.1,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，その他及び詳細不明の薬物及び薬剤，脂肪作用薬
Y57.2,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，その他及び詳細不明の薬物及び薬剤，解毒薬及びキレート剤，他に分類されないもの
Y57.3,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，その他及び詳細不明の薬物及び薬剤，嫌酒薬
Y57.4,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，その他及び詳細不明の薬物及び薬剤，医薬品添加物
Y57.5,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，その他及び詳細不明の薬物及び薬剤，Ｘ線造影剤
Y57.6,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，その他及び詳細不明の薬物及び薬剤，その他の診断薬
Y57.7,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，その他及び詳細不明の薬物及び薬剤，ビタミン類，他に分類されないもの
Y57.8,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，その他及び詳細不明の薬物及び薬剤，その他の薬物及び薬剤
Y57.9,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，その他及び詳細不明の薬物及び薬剤，薬物又は薬剤，詳細不明
Y58　治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，細菌ワクチン,
Y58.0,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，細菌ワクチン，ＢＣＧワクチン
Y58.1,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，細菌ワクチン，腸チフス及びパラチフスワクチン
Y58.2,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，細菌ワクチン，コレラワクチン
Y58.3,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，細菌ワクチン，ペストワクチン
Y58.4,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，細菌ワクチン，破傷風ワクチン
Y58.5,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，細菌ワクチン，ジフテリアワクチン
Y58.6,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，細菌ワクチン，百日咳ワクチン，百日咳菌コンポーネントとの混合物を含む
Y58.8,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，細菌ワクチン，混合細菌ワクチン，百日咳菌コンポーネントとの混合物を除く
Y58.9,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，細菌ワクチン，その他及び詳細不明の細菌ワクチン
Y59　治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，その他及び詳細不明のワクチン及び生物学的製剤,
Y59.0,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，その他及び詳細不明のワクチン及び生物学的製剤，ウイルスワクチン
Y59.1,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，その他及び詳細不明のワクチン及び生物学的製剤，リケッチアワクチン
Y59.2,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，その他及び詳細不明のワクチン及び生物学的製剤，原虫ワクチン
Y59.3,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，その他及び詳細不明のワクチン及び生物学的製剤，免疫グロブリン
Y59.8,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，その他及び詳細不明のワクチン及び生物学的製剤，その他の明示されたワクチン及び生物学的製剤
Y59.9,治療上の使用により有害作用を引き起こした薬物，薬剤及び生物学的製剤，その他及び詳細不明のワクチン及び生物学的製剤，ワクチン又は生物学的製剤，詳細不明
Y70　副反応を起こした麻酔科用器具,
Y71　副反応を起こした循環器科用器具,
Y72　副反応を起こした耳鼻咽喉科用器具,
Y73　副反応を起こした胃腸科用及び泌尿器科用器具,
Y74　副反応を起こした一般的な病院用及び個人用器具,
Y75　副反応を起こした神経科用器具,
Y76　副反応を起こした産婦人科用器具,
Y77　副反応を起こした眼科用器具,
Y78　副反応を起こした放射線科用器具,
Y79　副反応を起こした整形外科用器具,
Y80　副反応を起こした身体医学＜physical medicine＞用器具,
Y81　副反応を起こした一般外科用及び形成外科用器具,
Y82　副反応を起こしたその他及び詳細不明の医療用器具,
Y83　患者の異常反応又は後発合併症を生じた外科手術及びその他の外科的処置で，処置時には事故の記載がないもの,
Y83.0,器官全体の移植を伴う外科手術
Y83.1,人工体内器具の植込みを伴う外科手術
Y83.2,吻合，バイパス又は移植を伴う外科手術
Y83.3,外部ストマ形成を伴う外科手術
Y83.4,その他の再建手術
Y83.5,（四）肢切断
Y83.6,その他の器官（一部）（全部）の除去
Y83.8,その他の外科的処置
Y83.9,外科的処置，詳細不明
Y84　患者の異常反応又は後発合併症を生じたその他の医学的処置で，処置時には事故の記載がないもの,
Y84.0,心（臓）カテーテル法
Y84.1,腎透析
Y84.2,放射線医学的処置及び放射線治療
Y84.3,ショック療法
Y84.4,体液の吸引
Y84.5,胃又は十二指腸ゾンデの挿入
Y84.6,尿路カテーテル法
Y84.7,採血
Y84.8,その他の医学的処置
Y84.9,医学的処置，詳細不明
Y60.0,外科的及び内科的ケア時における意図しない切断，穿刺，穿孔又は出血，外科手術時におけるもの
Y60.1,外科的及び内科的ケア時における意図しない切断，穿刺，穿孔又は出血，輸液または輸血時におけるもの
Y60.2,外科的及び内科的ケア時における意図しない切断，穿刺，穿孔又は出血，腎透析またはその他の潅流時におけるもの
Y60.3,外科的及び内科的ケア時における意図しない切断，穿刺，穿孔又は出血，注射またはワクチン接種時におけるもの
Y60.4,外科的及び内科的ケア時における意図しない切断，穿刺，穿孔又は出血，内視鏡検査時におけるもの
Y60.5,外科的及び内科的ケア時における意図しない切断，穿刺，穿孔又は出血，心（臓）カテーテル法実施時におけるもの
Y60.6,外科的及び内科的ケア時における意図しない切断，穿刺，穿孔又は出血，吸引，穿刺及びその他のカテーテル法実施時におけるもの
Y60.7,外科的及び内科的ケア時における意図しない切断，穿刺，穿孔又は出血，浣腸時におけるもの
Y60.8,外科的及び内科的ケア時における意図しない切断，穿刺，穿孔又は出血，その他の外科的及び内科的ケア時におけるもの
Y60.9,外科的及び内科的ケア時における意図しない切断，穿刺，穿孔又は出血，詳細不明の外科的及び内科的ケア時におけるもの
Y61.0,外科的及び内科的ケア時における不慮の体内残留異物，外科手術時におけるもの
Y61.1,外科的及び内科的ケア時における不慮の体内残留異物，輸液又は輸血時におけるもの
Y61.2,外科的及び内科的ケア時における不慮の体内残留異物，腎透析及びその他の潅流時におけるもの
Y61.3,外科的及び内科的ケア時における不慮の体内残留異物，注射又はワクチン接種時におけるもの
Y61.4,外科的及び内科的ケア時における不慮の体内残留異物，内視鏡検査時におけるもの
Y61.5,外科的及び内科的ケア時における不慮の体内残留異物，心（臓）カテーテル法実施時におけるもの
Y61.6,外科的及び内科的ケア時における不慮の体内残留異物，吸引，穿刺及びその他のカテーテル法実施時におけるもの
Y61.7,外科的及び内科的ケア時における不慮の体内残留異物，カテーテル又は填塞物の除去時におけるもの
Y61.8,外科的及び内科的ケア時における不慮の体内残留異物，その他の外科的及び内科的ケア時におけるもの
Y61.9,外科的及び内科的ケア時における不慮の体内残留異物，詳細不明の外科的及び内科的ケア時におけるもの
Y62.0,外科的及び内科的ケア時における無菌的処理の失敗，外科手術時におけるもの
Y62.1,外科的及び内科的ケア時における無菌的処理の失敗，輸液又は輸血時におけるもの
Y62.2,外科的及び内科的ケア時における無菌的処理の失敗，腎透析又はその他の潅流時におけるもの
Y62.3,外科的及び内科的ケア時における無菌的処理の失敗，注射又はワクチン接種時におけるもの
Y62.4,外科的及び内科的ケア時における無菌的処理の失敗，内視鏡検査時におけるもの
Y62.5,外科的及び内科的ケア時における無菌的処理の失敗，心（臓）カテーテル法実施時におけるもの
Y62.6,外科的及び内科的ケア時における無菌的処理の失敗，吸引，穿刺及びその他のカテーテル法実施時におけるもの
Y62.8,外科的及び内科的ケア時における無菌的処理の失敗，その他の外科的及び内科的ケア時におけるもの
Y62.9,外科的及び内科的ケア時における無菌的処理の失敗，詳細不明の外科的及び内科的ケア時におけるもの
Y63.0,輸血又は輸液時における血液又はその他の液体の過剰
Y63.1,輸液時に使用された液体の不正確な希釈
Y63.2,放射線治療時における過剰照射
Y63.3,内科的ケア時における不注意による患者の放射線被爆
Y63.4,電気ショック又はインスリンショック療法における量の誤り
Y63.5,局所への貼用及びパックにおける温度不適
Y63.6,必要な薬物，薬剤又は生物学的製剤の無投与
Y63.8,その他の外科的及び内科的ケア時における投与量の誤り
Y63.9,詳細不明の外科的及び内科的ケア時における投与量の誤り
Y64.0,汚染された医薬品又は生物学的製剤，輸血又は輸液されたもの
Y64.1,汚染された医薬品又は生物学的製剤，注射又は予防接種に使用されたもの
Y64.8,その他の手段で投与された汚染された医薬品又は生物学的製剤
Y64.9,詳細不明の手段で投与された汚染された医薬品又は生物学的製剤
Y65.0,輸血に使用された不適合血液
Y65.1,輸液に使用された不適切な液体
Y65.2,外科手術における縫合又は結紮の失敗
Y65.3,麻酔処置における気管チューブの誤装着
Y65.4,その他のチューブ又は装置の着脱の失敗
Y65.5,不適正な手術の実施
Y65.8,外科的及び内科的ケア時におけるその他の明示された事故
Y85.0,モーター車両事故の続発・後遺症
Y85.9,その他及び詳細不明の交通事故の続発・後遺症
Y87.0,故意の自傷の続発・後遺症
Y87.1,加害にもとづく傷害の続発・後遺症
Y87.2,不慮か故意か決定されない事件の続発・後遺症
Y88.0,薬物，薬剤及び生物学的製剤の治療上の使用により生じた有害作用の続発・後遺症
Y88.1,外科的又は内科的ケア時における患者に対する医療事故の続発・後遺症
Y88.2,診断及び治療に用いて生じた医療器具による有害作用の続発・後遺症
Y88.3,患者の異常反応又は後発合併症を生じた外科的及び内科的処置の続発・後遺症，処置時には事故の記載がないもの
Y89.0,法的介入の続発・後遺症
Y89.1,戦争行為の続発・後遺症
Y89.9,詳細不明の外因の続発・後遺症
Y90.0,血中アルコール濃度20mg／100ml未満
Y90.1,血中アルコール濃度20−39mg／100ml
Y90.2,血中アルコール濃度40−59mg／100ml
Y90.3,血中アルコール濃度60−79mg／100ml
Y90.4,血中アルコール濃度80−99mg／100ml
Y90.5,血中アルコール濃度100−119mg／100ml
Y90.6,血中アルコール濃度120−199mg／100ml
Y90.7,血中アルコール濃度200−239mg／100ml
Y90.8,血中アルコール濃度240mg／100ml以上
Y90.9,血中にアルコールが存在するが，濃度は不明
Y91.0,軽度のアルコール中毒
Y91.1,中等度のアルコール中毒
Y91.2,高度のアルコール中毒
Y91.3,極度のアルコール中毒
Y91.9,アルコールの関与，他に記載のないもの
Z00.0,一般医学的検査
Z00.1,定型的＜ルーチン＞小児健康診断
Z00.2,小児の急速成長期の検査
Z00.3,青年期の発育＜発達＞状態の検査
Z00.4,一般精神医学的検査，他に分類されないもの
Z00.5,臓器及び組織の提供の可能性がある者の検査
Z00.6,臨床研究計画における対照者の検査
Z00.8,その他の一般検査
Z01.0,眼及び視力検査
Z01.1,耳及び聴力検査
Z01.2,歯科的検査
Z01.3,血圧検査
Z01.4,婦人科的検査（一般）（定型的＜ルーチン＞）
Z01.5,診断目的の皮膚テスト及び感作テスト
Z01.6,放射線診断，他に分類されないもの
Z01.7,臨床検査
Z01.8,その他の明示された特殊検査
Z01.9,特殊検査，詳細不明
Z02.0,教育施設への入学のための検査
Z02.1,就職前の検査
Z02.2,居住施設への入所のための検査
Z02.3,軍隊への入隊のための検査
Z02.4,運転免許のための検査
Z02.5,スポーツ参加のための検査
Z02.6,保険目的の検査
Z02.7,診断書の発行
Z02.8,管理目的のその他の検査
Z02.9,管理目的の検査，詳細不明
Z03.0,結核の疑いに対する観察
Z03.1,悪性新生物＜腫瘍＞の疑いに対する観察
Z03.2,精神及び行動の障害の疑いに対する観察
Z03.3,神経系の障害の疑いに対する観察
Z03.4,心筋梗塞の疑いに対する観察
Z03.5,その他の循環器系の疾患の疑いに対する観察
Z03.6,摂取物質の毒作用の疑いに対する観察
Z03.8,その他の疾病及び病態の疑いに対する観察
Z03.9,疾病又は病態の疑いに対する観察，詳細不明
Z04.0,血中アルコール及び血中薬物のテスト
Z04.1,交通事故後における検査及び観察
Z04.2,就業中の事故＜労働災害＞後における検査及び観察
Z04.3,その他の事故後における検査及び観察
Z04.4,強姦及び婦女暴行の申し立て後における検査及び観察
Z04.5,その他の故意の損傷後における検査及び観察
Z04.6,当局の要請による一般精神医学的検査
Z04.8,その他の明示された理由による検査及び観察
Z04.9,理由不明の検査及び観察
Z08.0,悪性新生物＜腫瘍＞の術後の経過観察＜フォローアップ＞検査
Z08.1,悪性新生物＜腫瘍＞の放射線治療後の経過観察＜フォローアップ＞検査
Z08.2,悪性新生物＜腫瘍＞の化学療法後の経過観察＜フォローアップ＞検査
Z08.7,悪性新生物＜腫瘍＞の複合治療後の経過観察＜フォローアップ＞検査
Z08.8,悪性新生物＜腫瘍＞のその他の治療後の経過観察＜フォローアップ＞検査
Z08.9,悪性新生物＜腫瘍＞の詳細不明の治療後の経過観察＜フォローアップ＞検査
Z09.0,その他の病態の術後の経過観察＜フォローアップ＞検査
Z09.1,その他の病態の放射線治療後の経過観察＜フォローアップ＞検査
Z09.2,その他の病態の化学療法後の経過観察＜フォローアップ＞検査
Z09.3,精神療法後の経過観察＜フォローアップ＞検査
Z09.4,骨折治療後の経過観察＜フォローアップ＞検査
Z09.7,その他の病態の複合治療後の経過観察＜フォローアップ＞検査
Z09.8,その他の病態のその他の治療後の経過観察＜フォローアップ＞検査
Z09.9,その他の病態の詳細不明の治療後の経過観察＜フォローアップ＞検査
Z10.0,職場健診
Z10.1,施設入所者の定型的＜ルーチン＞一般健康診断
Z10.2,軍隊の定型的＜ルーチン＞一般健康診断
Z10.3,スポーツチームの定型的＜ルーチン＞一般健康診断
Z10.8,その他の特定集団の定型的＜ルーチン＞一般健康診断
Z11.0,腸管感染症の特殊スクリーニング検査
Z11.1,呼吸器結核の特殊スクリーニング検査
Z11.2,その他の細菌性疾患の特殊スクリーニング検査
